ClaimNo,TransactionDate,Action,CaseReserve,Payment
2696,2012-06-30,RES,0,0
2696,2012-12-23,PMT,-1287.757711,1287.757711
2697,2005-09-19,RPT,18954.11754,0
2697,2006-06-30,RES,0,0
2697,2007-06-30,RES,0,0
2697,2007-12-11,INT40,0,0
2697,2008-06-30,RES,0,0
2697,2009-06-30,RES,0,0
2697,2009-08-11,INT70,0,0
2697,2010-06-28,PMT,-6878.252179,6878.252179
2697,2010-06-30,RES,0,0
2697,2010-09-22,INT90,0,0
2697,2010-10-15,PMT,-532.6805346,532.6805346
2697,2011-04-13,PMT,-11543.18483,11543.18483
2698,2005-08-29,RPT,5558.447584,0
2698,2005-09-21,INT40,0,0
2698,2005-10-09,INT70,0,0
2698,2005-10-21,INT90,0,0
2698,2005-10-26,PMT,-5558.447584,5558.447584
2699,2005-08-05,RPT,1051.274679,0
2699,2005-10-20,INT40,0,0
2699,2005-12-16,INT70,0,0
2699,2006-01-23,INT90,0,0
2699,2006-02-10,PMT,-1051.274679,1051.274679
2700,2005-11-05,RPT,9131.957255,0
2700,2005-12-10,PMT,-3778.750714,3778.750714
2700,2006-06-30,RES,0,0
2700,2007-06-30,RES,0,0
2700,2008-06-30,RES,0,0
2700,2009-02-18,PMT,-1812.260185,1812.260185
2700,2009-06-30,RES,0,0
2700,2009-08-28,PMT,-713.2921109,713.2921109
2700,2010-03-23,INT40,0,0
2700,2010-06-30,RES,0,0
2700,2011-06-30,RES,0,0
2700,2012-06-30,RES,0,0
2700,2013-06-30,RES,0,0
2700,2013-07-04,INT70,0,0
2700,2014-06-30,RES,0,0
2700,2015-06-30,RES,0,0
2700,2015-09-12,INT90,0,0
2700,2016-03-20,PMT,-1825.308177,1825.308177
2700,2016-06-30,RES,0,0
2700,2016-10-15,PMT,-1002.346068,1002.346068
2701,2005-09-22,RPT,7273.039176,0
2701,2006-06-30,RES,0,0
2701,2006-09-26,INT40,0,0
2701,2007-06-29,INT70,0,0
2701,2007-06-30,RES,0,0
2701,2007-12-30,INT90,0,0
2701,2008-03-31,PMT,-7273.039176,7273.039176
2702,2006-02-17,RPT,11596.20875,0
2702,2006-04-15,PMT,-4814.488286,4814.488286
2702,2006-06-30,RES,0,0
2702,2006-12-14,INT40,0,0
2702,2007-04-05,PMT,-4168.521893,4168.521893
2702,2007-06-30,RES,0,0
2702,2007-07-27,INT70,0,0
2702,2007-12-24,INT90,0,0
2702,2008-03-07,PMT,-2613.198571,2613.198571
2703,2005-08-24,RPT,2263.610022,0
2703,2006-06-30,RES,0,0
2703,2006-09-15,INT40,0,0
2703,2007-06-30,RES,0,0
2703,2007-07-02,INT70,0,0
2703,2008-01-11,INT90,0,0
2703,2008-04-17,PMT,-2263.610022,2263.610022
2704,2006-03-18,RPT,13906.5351,0
2704,2006-06-30,RES,0,0
2704,2007-06-30,RES,0,0
2704,2008-06-30,RES,0,0
2704,2009-06-30,RES,0,0
2704,2010-06-30,RES,0,0
2704,2010-08-03,INT40,0,0
2704,2010-10-03,PMT,-575.7850837,575.7850837
2704,2011-03-19,PMT,-2149.586688,2149.586688
2704,2011-06-30,RES,0,0
2704,2012-06-30,RES,0,0
2704,2013-06-30,RES,0,0
2704,2013-11-14,INT70,0,0
2704,2014-06-30,RES,0,0
2704,2015-06-30,RES,0,0
2704,2016-01-22,INT90,0,0
2704,2016-06-30,RES,0,0
2704,2017-02-24,PMT,-11181.16333,11181.16333
2705,2006-01-02,RPT,18573.53039,0
2705,2006-06-30,RES,0,0
2705,2007-06-30,RES,0,0
2705,2008-01-04,PMT,-5332.234745,5332.234745
2705,2008-06-30,RES,0,0
2705,2008-07-21,INT40,0,0
2705,2009-06-14,PMT,-2824.491729,2824.491729
2705,2009-06-30,RES,0,0
2705,2009-10-06,PMT,-2399.782091,2399.782091
2705,2009-12-12,PMT,-1217.979606,1217.979606
2705,2010-06-20,INT70,0,0
2705,2010-06-30,RES,0,0
2705,2011-06-30,RES,0,0
2705,2011-09-28,INT90,0,0
2705,2011-10-15,PMT,-3417.652731,3417.652731
2705,2012-05-18,PMT,-3381.389491,3381.389491
2706,2005-09-22,RPT,8759.502354,0
2706,2006-06-30,RES,0,0
2706,2006-12-07,INT40,0,0
2706,2007-01-27,PMT,-6041.926358,6041.926358
2706,2007-06-30,RES,0,0
2706,2007-11-03,INT70,0,0
2706,2008-06-11,INT90,0,0
2706,2008-06-30,RES,0,0
2706,2008-09-29,PMT,-2717.575996,2717.575996
2707,2006-07-11,RPT,5952.493221,0
2707,2007-05-26,PMT,-695.0262454,695.0262454
2707,2007-06-30,RES,0,0
2707,2008-06-30,RES,0,0
2707,2009-06-30,RES,0,0
2707,2009-08-03,INT40,0,0
2707,2010-06-30,RES,0,0
2707,2011-06-30,RES,0,0
2707,2011-11-20,INT70,0,0
2707,2012-06-30,RES,0,0
2707,2013-06-02,INT90,0,0
2707,2013-06-30,RES,0,0
2707,2014-03-08,PMT,-5257.466976,5257.466976
2708,2006-02-01,RPT,4831.302864,0
2708,2006-02-06,INT40,0,0
2708,2006-02-11,INT70,0,0
2708,2006-02-13,INT90,0,0
2708,2006-02-14,PMT,-4831.302864,4831.302864
2709,2005-09-05,RPT,3395.249682,0
2709,2006-01-10,INT40,0,0
2709,2006-04-15,INT70,0,0
2709,2006-06-17,INT90,0,0
2709,2006-06-30,RES,0,0
2709,2006-07-19,PMT,-3395.249682,3395.249682
2710,2005-09-12,RPT,11955.57565,0
2710,2006-05-11,PMT,-5595.387785,5595.387785
2710,2006-06-30,RES,0,0
2710,2007-06-30,RES,0,0
2710,2008-06-30,RES,0,0
2710,2009-04-27,INT40,0,0
2710,2009-06-30,RES,0,0
2710,2009-09-10,PMT,-1108.734528,1108.734528
2710,2010-06-30,RES,0,0
2710,2011-06-30,RES,0,0
2710,2012-01-14,INT70,0,0
2710,2012-06-30,RES,0,0
2710,2013-06-30,RES,0,0
2710,2013-11-05,INT90,0,0
2710,2014-02-07,PMT,-4113.514819,4113.514819
2710,2014-06-30,RES,0,0
2710,2014-10-01,PMT,-1137.938519,1137.938519
2711,2005-09-07,RPT,2812.508812,0
2711,2006-06-30,RES,0,0
2711,2006-07-13,INT40,0,0
2711,2007-03-02,INT70,0,0
2711,2007-06-30,RES,0,0
2711,2007-08-04,INT90,0,0
2711,2007-10-20,PMT,-2812.508812,2812.508812
2712,2005-08-31,RPT,15063.25607,0
2712,2005-09-23,PMT,-7187.92402,7187.92402
2712,2006-06-30,RES,0,0
2712,2006-10-16,PMT,-2478.103206,2478.103206
2712,2007-06-30,RES,0,0
2712,2008-06-30,RES,0,0
2712,2008-09-01,INT40,0,0
2712,2008-11-26,PMT,-4495.624423,4495.624423
2712,2009-06-30,RES,0,0
2712,2010-06-30,RES,0,0
2712,2010-12-03,INT70,0,0
2712,2011-06-30,RES,0,0
2712,2012-06-03,INT90,0,0
2712,2012-06-30,RES,0,0
2712,2013-03-04,PMT,-901.6044197,901.6044197
2713,2005-10-10,RPT,2928.226581,0
2713,2006-01-14,INT40,0,0
2713,2006-03-26,INT70,0,0
2713,2006-05-13,INT90,0,0
2713,2006-06-05,PMT,-2928.226581,2928.226581
2714,2006-08-14,RPT,10993.92492,0
2714,2006-09-03,PMT,-3206.939683,3206.939683
2714,2007-05-06,INT40,0,0
2714,2007-06-30,RES,0,0
2714,2007-10-27,PMT,-2235.21119,2235.21119
2714,2007-11-21,INT70,0,0
2714,2008-04-01,INT90,0,0
2714,2008-06-06,PMT,-5551.774046,5551.774046
2715,2005-08-31,RPT,12240.20132,0
2715,2006-06-30,RES,0,0
2715,2007-03-15,PMT,-1357.268161,1357.268161
2715,2007-06-30,RES,0,0
2715,2008-06-30,RES,0,0
2715,2008-09-23,INT40,0,0
2715,2009-04-01,PMT,-2334.476209,2334.476209
2715,2009-06-30,RES,0,0
2715,2009-08-27,PMT,-3834.222603,3834.222603
2715,2010-06-30,RES,0,0
2715,2011-01-10,INT70,0,0
2715,2011-06-30,RES,0,0
2715,2011-12-12,PMT,-2558.913833,2558.913833
2715,2012-06-30,RES,0,0
2715,2012-07-22,INT90,0,0
2715,2013-04-27,PMT,-2155.320519,2155.320519
2716,2005-10-09,RPT,10196.49934,0
2716,2006-06-30,RES,0,0
2716,2007-04-24,PMT,-3112.557049,3112.557049
2716,2007-06-30,RES,0,0
2716,2008-06-30,RES,0,0
2716,2009-06-30,RES,0,0
2716,2009-07-06,INT40,0,0
2716,2010-06-30,RES,0,0
2716,2010-09-24,PMT,-4517.874069,4517.874069
2716,2011-06-30,RES,0,0
2716,2012-04-25,INT70,0,0
2716,2012-06-30,RES,0,0
2716,2013-06-30,RES,0,0
2716,2013-11-26,PMT,-669.8950438,669.8950438
2716,2014-03-09,INT90,0,0
2716,2014-06-30,RES,0,0
2716,2015-02-13,PMT,-1896.173178,1896.173178
2717,2005-11-14,RPT,17025.28763,0
2717,2006-06-30,RES,0,0
2717,2006-09-19,PMT,-12836.29535,12836.29535
2717,2007-01-10,INT40,0,0
2717,2007-06-30,RES,0,0
2717,2007-11-23,INT70,0,0
2717,2008-06-21,INT90,0,0
2717,2008-06-30,RES,0,0
2717,2008-10-04,PMT,-4188.992282,4188.992282
2718,2005-11-05,RPT,4973.80898,0
2718,2006-06-02,PMT,-1845.259125,1845.259125
2718,2006-06-30,RES,0,0
2718,2006-07-08,INT40,0,0
2718,2007-01-08,INT70,0,0
2718,2007-03-23,PMT,-2036.408997,2036.408997
2718,2007-05-11,INT90,0,0
2718,2007-06-30,RES,0,0
2718,2007-07-11,PMT,-1092.140858,1092.140858
2719,2005-11-11,RPT,5458.302082,0
2719,2006-01-17,INT40,0,0
2719,2006-03-08,INT70,0,0
2719,2006-04-11,INT90,0,0
2719,2006-04-27,PMT,-5458.302082,5458.302082
2720,2005-08-15,RPT,10735.01238,0
2720,2006-06-30,RES,0,0
2720,2007-01-12,PMT,-510.2682835,510.2682835
2720,2007-04-26,PMT,-3257.015496,3257.015496
2720,2007-06-30,RES,0,0
2720,2007-08-05,PMT,-4437.126066,4437.126066
2720,2007-09-29,INT40,0,0
2720,2008-06-30,RES,0,0
2720,2009-05-03,INT70,0,0
2720,2009-06-30,RES,0,0
2720,2010-04-01,PMT,-426.6330519,426.6330519
2720,2010-05-26,INT90,0,0
2720,2010-06-30,RES,0,0
2720,2010-09-14,PMT,-328.9234592,328.9234592
2720,2010-12-05,PMT,-1775.04602,1775.04602
2721,2005-12-10,RPT,4103.995812,0
2721,2006-06-30,RES,0,0
2721,2007-05-22,INT40,0,0
2721,2007-06-30,RES,0,0
2721,2008-06-21,INT70,0,0
2721,2008-06-30,RES,0,0
2721,2009-03-12,INT90,0,0
2721,2009-06-30,RES,0,0
2721,2009-07-21,PMT,-4103.995812,4103.995812
2722,2005-11-16,RPT,1681.257575,0
2722,2006-06-30,RES,0,0
2722,2007-06-30,RES,0,0
2722,2007-10-06,INT40,0,0
2722,2008-06-30,RES,0,0
2722,2009-03-05,INT70,0,0
2722,2009-06-30,RES,0,0
2722,2010-02-13,INT90,0,0
2722,2010-06-30,RES,0,0
2722,2010-08-03,PMT,-1681.257575,1681.257575
2723,2006-04-30,RPT,9724.831843,0
2723,2006-06-30,RES,0,0
2723,2007-04-14,INT40,0,0
2723,2007-06-30,RES,0,0
2723,2007-07-31,PMT,-2989.155204,2989.155204
2723,2007-12-31,INT70,0,0
2723,2008-03-24,PMT,-484.2111944,484.2111944
2723,2008-05-31,PMT,-4386.594491,4386.594491
2723,2008-06-23,INT90,0,0
2723,2008-06-30,RES,0,0
2723,2008-09-17,PMT,-1864.870953,1864.870953
2724,2005-08-06,RPT,5084.541609,0
2724,2006-06-30,RES,0,0
2724,2007-06-30,RES,0,0
2724,2007-08-12,INT40,0,0
2724,2008-03-29,PMT,-981.6692385,981.6692385
2724,2008-06-30,RES,0,0
2724,2008-12-12,PMT,-2573.249744,2573.249744
2724,2009-01-20,PMT,-703.4147093,703.4147093
2724,2009-02-14,INT70,0,0
2724,2009-06-30,RES,0,0
2724,2010-02-17,INT90,0,0
2724,2010-06-30,RES,0,0
2724,2010-08-19,PMT,-826.2079168,826.2079168
2725,2005-10-17,RPT,18631.52251,0
2725,2006-03-26,PMT,-408.2663207,408.2663207
2725,2006-06-30,RES,0,0
2725,2007-05-18,PMT,-3244.295939,3244.295939
2725,2007-06-30,RES,0,0
2725,2008-06-30,RES,0,0
2725,2008-09-17,INT40,0,0
2725,2009-06-30,RES,0,0
2725,2010-06-05,PMT,-626.3151934,626.3151934
2725,2010-06-30,RES,0,0
2725,2010-11-26,INT70,0,0
2725,2011-06-30,RES,0,0
2725,2012-05-12,INT90,0,0
2725,2012-06-30,RES,0,0
2725,2013-02-02,PMT,-14352.64506,14352.64506
2726,2006-03-10,RPT,1891.609999,0
2726,2006-04-11,INT40,0,0
2726,2006-05-05,INT70,0,0
2726,2006-05-21,INT90,0,0
2726,2006-05-29,PMT,-1891.609999,1891.609999
2727,2005-10-29,RPT,25815.26143,0
2727,2006-06-21,PMT,-1155.772027,1155.772027
2727,2006-06-30,RES,0,0
2727,2007-03-02,PMT,-3548.664561,3548.664561
2727,2007-06-30,RES,0,0
2727,2008-06-30,RES,0,0
2727,2009-01-24,PMT,-2471.131977,2471.131977
2727,2009-06-30,RES,0,0
2727,2009-07-14,PMT,-4332.064511,4332.064511
2727,2010-06-30,RES,0,0
2727,2011-06-30,RES,0,0
2727,2011-07-29,INT40,0,0
2727,2011-12-30,PMT,-2878.600444,2878.600444
2727,2012-06-30,RES,0,0
2727,2013-06-30,RES,0,0
2727,2014-06-30,RES,0,0
2727,2015-06-30,RES,0,0
2727,2015-11-20,INT70,0,0
2727,2016-06-25,PMT,-1396.503745,1396.503745
2727,2016-06-30,RES,0,0
2727,2017-06-30,RES,0,0
2727,2018-03-02,PMT,-6313.721822,6313.721822
2727,2018-06-30,RES,0,0
2727,2018-10-05,INT90,0,0
2727,2019-04-09,PMT,-183.7498766,183.7498766
2727,2019-06-30,RES,0,0
2727,2020-03-12,PMT,-3535.052465,3535.052465
2728,2005-08-25,RPT,5597.159203,0
2728,2006-06-30,RES,0,0
2728,2006-09-23,PMT,-3921.753113,3921.753113
2728,2007-01-18,INT40,0,0
2728,2007-06-30,RES,0,0
2728,2008-02-05,INT70,0,0
2728,2008-06-30,RES,0,0
2728,2008-10-17,INT90,0,0
2728,2009-02-21,PMT,-1675.40609,1675.40609
2729,2005-11-05,RPT,10157.5129,0
2729,2006-06-30,RES,0,0
2729,2006-08-16,PMT,-2651.419798,2651.419798
2729,2006-10-23,INT40,0,0
2729,2006-10-29,PMT,-1910.193766,1910.193766
2729,2006-11-24,PMT,-2535.906424,2535.906424
2729,2007-06-30,RES,0,0
2729,2007-07-15,INT70,0,0
2729,2008-01-07,INT90,0,0
2729,2008-04-04,PMT,-3059.992908,3059.992908
2730,2006-01-12,RPT,13831.79102,0
2730,2006-06-30,RES,0,0
2730,2006-07-23,PMT,-6980.072609,6980.072609
2730,2006-10-13,PMT,-1166.693902,1166.693902
2730,2006-10-18,INT40,0,0
2730,2007-05-15,INT70,0,0
2730,2007-06-30,RES,0,0
2730,2007-10-02,INT90,0,0
2730,2007-12-10,PMT,-5685.02451,5685.02451
2731,2005-09-20,RPT,10488.06142,0
2731,2006-06-30,RES,0,0
2731,2007-06-30,RES,0,0
2731,2007-07-31,INT40,0,0
2731,2008-03-13,PMT,-879.5970607,879.5970607
2731,2008-06-30,RES,0,0
2731,2008-12-20,INT70,0,0
2731,2009-06-30,RES,0,0
2731,2009-11-25,INT90,0,0
2731,2010-05-13,PMT,-9608.464363,9608.464363
2732,2005-10-26,RPT,1101.969791,0
2732,2006-06-30,RES,0,0
2732,2007-06-30,RES,0,0
2732,2008-06-30,RES,0,0
2732,2009-04-22,INT40,0,0
2732,2009-06-30,RES,0,0
2732,2010-06-30,RES,0,0
2732,2011-06-30,RES,0,0
2732,2011-12-04,INT70,0,0
2732,2012-06-30,RES,0,0
2732,2013-06-30,RES,0,0
2732,2013-09-01,INT90,0,0
2732,2014-06-30,RES,0,0
2732,2014-07-16,PMT,-1101.969791,1101.969791
2733,2005-09-12,RPT,14216.05444,0
2733,2005-09-28,PMT,-7498.569112,7498.569112
2733,2006-06-30,RES,0,0
2733,2007-06-30,RES,0,0
2733,2008-02-08,PMT,-900.1460072,900.1460072
2733,2008-06-30,RES,0,0
2733,2009-06-30,RES,0,0
2733,2009-07-18,PMT,-3564.800361,3564.800361
2733,2010-04-26,PMT,-628.4205967,628.4205967
2733,2010-06-30,RES,0,0
2733,2011-01-08,INT40,0,0
2733,2011-06-30,RES,0,0
2733,2012-06-30,RES,0,0
2733,2013-06-30,RES,0,0
2733,2014-06-30,RES,0,0
2733,2015-01-06,INT70,0,0
2733,2015-06-30,RES,0,0
2733,2016-06-30,RES,0,0
2733,2017-06-30,RES,0,0
2733,2017-09-04,INT90,0,0
2733,2018-06-30,RES,0,0
2733,2019-01-02,PMT,-1624.118363,1624.118363
2734,2005-12-10,RPT,4072.453141,0
2734,2006-06-30,RES,0,0
2734,2006-10-09,INT40,0,0
2734,2007-05-24,INT70,0,0
2734,2007-06-30,RES,0,0
2734,2007-10-23,INT90,0,0
2734,2008-01-06,PMT,-4072.453141,4072.453141
2735,2005-12-05,RPT,2537.403144,0
2735,2006-06-30,RES,0,0
2735,2007-06-30,RES,0,0
2735,2007-11-01,INT40,0,0
2735,2008-06-30,RES,0,0
2735,2009-04-06,INT70,0,0
2735,2009-06-30,RES,0,0
2735,2010-03-20,INT90,0,0
2735,2010-06-30,RES,0,0
2735,2010-09-09,PMT,-2537.403144,2537.403144
2736,2005-08-30,RPT,23785.78905,0
2736,2006-06-30,RES,0,0
2736,2007-02-24,PMT,-2644.533014,2644.533014
2736,2007-04-30,PMT,-4886.555868,4886.555868
2736,2007-06-30,RES,0,0
2736,2008-06-30,RES,0,0
2736,2009-06-30,RES,0,0
2736,2010-01-06,INT40,0,0
2736,2010-06-30,RES,0,0
2736,2011-06-30,RES,0,0
2736,2011-12-16,PMT,-2568.303004,2568.303004
2736,2012-03-19,PMT,-7162.966274,7162.966274
2736,2012-06-30,RES,0,0
2736,2013-04-12,INT70,0,0
2736,2013-06-30,RES,0,0
2736,2014-03-18,PMT,-3783.482881,3783.482881
2736,2014-06-30,RES,0,0
2736,2014-10-01,PMT,-1215.261476,1215.261476
2736,2015-06-16,INT90,0,0
2736,2015-06-30,RES,0,0
2736,2016-06-30,RES,0,0
2736,2016-07-17,PMT,-1524.686529,1524.686529
2737,2006-01-28,RPT,8250.105707,0
2737,2006-06-30,RES,0,0
2737,2007-01-26,INT40,0,0
2737,2007-06-30,RES,0,0
2737,2007-10-26,INT70,0,0
2737,2007-11-13,PMT,-6437.709654,6437.709654
2737,2008-04-24,INT90,0,0
2737,2008-06-30,RES,0,0
2737,2008-07-24,PMT,-1812.396053,1812.396053
2738,2006-01-02,RPT,14037.45024,0
2738,2006-06-30,RES,0,0
2738,2007-06-30,RES,0,0
2738,2007-08-05,PMT,-10957.14802,10957.14802
2738,2008-06-30,RES,0,0
2738,2008-07-15,INT40,0,0
2738,2009-06-30,RES,0,0
2738,2010-06-09,INT70,0,0
2738,2010-06-30,RES,0,0
2738,2011-01-05,PMT,-825.8294942,825.8294942
2738,2011-06-30,RES,0,0
2738,2011-09-14,INT90,0,0
2738,2012-05-02,PMT,-2254.472725,2254.472725
2739,2005-10-10,RPT,4253.1471,0
2739,2006-06-30,RES,0,0
2739,2007-06-30,RES,0,0
2739,2007-07-04,INT40,0,0
2739,2008-06-30,RES,0,0
2739,2008-09-28,PMT,-1094.612271,1094.612271
2739,2008-10-21,INT70,0,0
2739,2009-06-30,RES,0,0
2739,2009-09-02,INT90,0,0
2739,2010-02-06,PMT,-3158.534828,3158.534828
2740,2005-10-23,RPT,3297.098213,0
2740,2006-06-30,RES,0,0
2740,2007-02-12,INT40,0,0
2740,2007-06-30,RES,0,0
2740,2008-02-05,INT70,0,0
2740,2008-06-30,RES,0,0
2740,2008-10-01,INT90,0,0
2740,2009-01-28,PMT,-3297.098213,3297.098213
2741,2005-10-07,RPT,9267.468662,0
2741,2006-06-30,RES,0,0
2741,2007-06-30,RES,0,0
2741,2008-01-28,INT40,0,0
2741,2008-06-30,RES,0,0
2741,2009-06-30,RES,0,0
2741,2009-10-21,INT70,0,0
2741,2010-06-30,RES,0,0
2741,2010-08-03,PMT,-2981.08638,2981.08638
2741,2010-12-10,PMT,-1350.544355,1350.544355
2741,2010-12-17,INT90,0,0
2741,2011-05-14,PMT,-3146.973117,3146.973117
2741,2011-06-30,RES,0,0
2741,2011-07-15,PMT,-1788.864811,1788.864811
2742,2005-08-10,RPT,3574.829918,0
2742,2006-06-30,RES,0,0
2742,2006-11-24,PMT,-1313.991267,1313.991267
2742,2006-11-26,INT40,0,0
2742,2007-06-30,RES,0,0
2742,2007-11-15,INT70,0,0
2742,2008-06-30,RES,0,0
2742,2008-07-08,INT90,0,0
2742,2008-11-03,PMT,-2260.838651,2260.838651
2743,2006-11-18,RPT,13334.56571,0
2743,2007-06-30,RES,0,0
2743,2008-03-28,INT40,0,0
2743,2008-06-30,RES,0,0
2743,2009-04-05,INT70,0,0
2743,2009-06-30,RES,0,0
2743,2009-12-09,INT90,0,0
2743,2010-03-30,PMT,-9344.567692,9344.567692
2743,2010-04-11,PMT,-3989.998019,3989.998019
2744,2006-02-02,RPT,24960.39057,0
2744,2006-06-30,RES,0,0
2744,2007-06-06,PMT,-5766.293821,5766.293821
2744,2007-06-30,RES,0,0
2744,2008-04-07,PMT,-1661.397537,1661.397537
2744,2008-06-30,RES,0,0
2744,2009-06-30,RES,0,0
2744,2010-06-30,RES,0,0
2744,2010-10-05,PMT,-2546.920447,2546.920447
2744,2011-05-15,PMT,-3142.211571,3142.211571
2744,2011-06-30,RES,0,0
2744,2012-06-30,RES,0,0
2744,2013-06-30,RES,0,0
2744,2014-06-07,INT40,0,0
2744,2014-06-30,RES,0,0
2744,2015-06-30,RES,0,0
2744,2016-06-30,RES,0,0
2744,2016-10-20,PMT,-1005.130579,1005.130579
2744,2017-06-30,RES,0,0
2744,2017-08-03,PMT,-2665.911716,2665.911716
2744,2018-06-30,RES,0,0
2744,2019-06-30,RES,0,0
2744,2019-09-16,PMT,-2325.959446,2325.959446
2744,2020-06-30,RES,0,0
2744,2020-09-09,INT70,0,0
2744,2021-06-30,RES,0,0
2744,2022-06-30,RES,0,0
2744,2023-06-30,RES,0,0
2744,2024-05-21,PMT,-1754.742,1754.742
2744,2024-06-30,RES,0,0
2744,2024-11-10,INT90,0,0
2744,2025-06-30,RES,0,0
2744,2026-06-30,RES,0,0
2744,2026-12-11,PMT,-4091.823452,4091.823452
2745,2006-01-02,RPT,4267.359868,0
2745,2006-06-15,PMT,-1590.637439,1590.637439
2745,2006-06-30,RES,0,0
2745,2006-09-15,INT40,0,0
2745,2007-03-26,INT70,0,0
2745,2007-06-30,RES,0,0
2745,2007-08-01,INT90,0,0
2745,2007-10-04,PMT,-2676.722429,2676.722429
2746,2005-12-09,RPT,7413.570163,0
2746,2006-04-04,INT40,0,0
2746,2006-06-29,INT70,0,0
2746,2006-06-30,RES,0,0
2746,2006-08-26,INT90,0,0
2746,2006-09-23,PMT,-7413.570163,7413.570163
2747,2005-12-31,RPT,2102.589554,0
2747,2006-06-30,RES,0,0
2747,2006-10-09,INT40,0,0
2747,2007-05-09,INT70,0,0
2747,2007-06-30,RES,0,0
2747,2007-09-27,INT90,0,0
2747,2007-12-06,PMT,-2102.589554,2102.589554
2748,2005-10-11,RPT,1293.695553,0
2748,2005-11-26,INT40,0,0
2748,2005-12-31,INT70,0,0
2748,2006-01-23,INT90,0,0
2748,2006-02-03,PMT,-1293.695553,1293.695553
2749,2005-12-18,RPT,12742.58556,0
2749,2006-06-30,RES,0,0
2749,2006-08-17,PMT,-7083.764328,7083.764328
2749,2007-06-30,RES,0,0
2749,2008-06-30,RES,0,0
2749,2009-04-04,INT40,0,0
2749,2009-06-30,RES,0,0
2749,2010-06-30,RES,0,0
2749,2011-06-30,RES,0,0
2749,2011-09-24,INT70,0,0
2749,2011-10-11,PMT,-3257.757898,3257.757898
2749,2012-06-30,RES,0,0
2749,2013-05-18,INT90,0,0
2749,2013-06-30,RES,0,0
2749,2014-03-14,PMT,-2401.063335,2401.063335
2750,2005-11-12,RPT,18360.30617,0
2750,2006-06-30,RES,0,0
2750,2007-06-30,RES,0,0
2750,2007-10-30,INT40,0,0
2750,2008-02-22,PMT,-5122.417853,5122.417853
2750,2008-06-30,RES,0,0
2750,2009-04-20,INT70,0,0
2750,2009-06-30,RES,0,0
2750,2010-04-13,INT90,0,0
2750,2010-05-06,PMT,-4256.709761,4256.709761
2750,2010-06-30,RES,0,0
2750,2010-08-04,PMT,-5111.694071,5111.694071
2750,2010-10-09,PMT,-3869.484483,3869.484483
2751,2005-11-23,RPT,12821.8779,0
2751,2005-11-29,PMT,-10428.52096,10428.52096
2751,2005-12-19,INT40,0,0
2751,2006-01-08,INT70,0,0
2751,2006-01-22,INT90,0,0
2751,2006-01-28,PMT,-2393.356935,2393.356935
2752,2006-03-05,RPT,9664.320136,0
2752,2006-06-30,RES,0,0
2752,2006-10-06,INT40,0,0
2752,2006-10-27,PMT,-5071.396587,5071.396587
2752,2007-03-16,INT70,0,0
2752,2007-06-30,RES,0,0
2752,2007-07-02,INT90,0,0
2752,2007-08-24,PMT,-4592.923549,4592.923549
2753,2005-10-29,RPT,30753.36181,0
2753,2006-06-30,RES,0,0
2753,2007-02-19,PMT,-1200.97273,1200.97273
2753,2007-06-30,RES,0,0
2753,2008-06-30,RES,0,0
2753,2009-06-30,RES,0,0
2753,2009-11-16,PMT,-7468.444813,7468.444813
2753,2010-06-30,RES,0,0
2753,2011-06-30,RES,0,0
2753,2011-12-18,PMT,-1325.073613,1325.073613
2753,2012-05-05,PMT,-279.665339,279.665339
2753,2012-06-30,RES,0,0
2753,2013-06-30,RES,0,0
2753,2013-08-10,PMT,-10480.7339,10480.7339
2753,2013-09-08,INT40,0,0
2753,2014-06-30,RES,0,0
2753,2015-06-30,RES,0,0
2753,2016-06-30,RES,0,0
2753,2017-06-30,RES,0,0
2753,2018-06-30,RES,0,0
2753,2019-03-21,PMT,-1078.291979,1078.291979
2753,2019-06-30,RES,0,0
2753,2019-08-02,INT70,0,0
2753,2020-06-30,RES,0,0
2753,2020-12-13,PMT,-3439.893848,3439.893848
2753,2021-06-30,RES,0,0
2753,2022-06-30,RES,0,0
2753,2023-03-25,PMT,-1267.852491,1267.852491
2753,2023-06-30,RES,0,0
2753,2023-07-08,INT90,0,0
2753,2023-11-07,PMT,-2900.535546,2900.535546
2753,2024-06-30,RES,0,0
2753,2025-06-24,PMT,-1311.897545,1311.897545
2754,2005-11-23,RPT,943.0555547,0
2754,2006-04-12,INT40,0,0
2754,2006-06-30,RES,0,0
2754,2006-07-26,INT70,0,0
2754,2006-10-04,INT90,0,0
2754,2006-11-08,PMT,-943.0555547,943.0555547
2755,2006-03-07,RPT,3649.295923,0
2755,2006-04-15,PMT,-552.8656246,552.8656246
2755,2006-06-30,RES,0,0
2755,2007-06-30,RES,0,0
2755,2008-06-30,RES,0,0
2755,2008-12-21,INT40,0,0
2755,2009-06-30,RES,0,0
2755,2010-04-11,PMT,-872.4683535,872.4683535
2755,2010-06-30,RES,0,0
2755,2011-01-25,INT70,0,0
2755,2011-06-30,RES,0,0
2755,2012-06-18,INT90,0,0
2755,2012-06-30,RES,0,0
2755,2012-11-09,PMT,-1578.590622,1578.590622
2755,2013-02-28,PMT,-645.3713228,645.3713228
2756,2005-10-20,RPT,13666.99423,0
2756,2006-06-30,RES,0,0
2756,2007-06-30,RES,0,0
2756,2008-04-06,PMT,-4183.657291,4183.657291
